"rle", "population", "period", "dx", "dy", "speed", "type", "count", "probability"
"o$o2$2o2$3o2$bo", 8, 594, 2, 0, 0.003367003367003367, "orthogonal", 0, 0
"2bo2$o$bo$3bo$3o$2bo", 8, 1074, 2, 0, 0.00186219739292365, "orthogonal", 0, 0
"3bo$o$bo$bo$3bo$2bo$2bo$3bo", 8, 193, 1, 1, 0.0051813471502590676, "diagonal", 2, 1.839580555030151e-8
"5bo$6bo$3bobo$6bo$2bo3bo$bo", 8, 411, 1, 1, 0.0024330900243309003, "diagonal", 0, 0
"$5bo$4b2o$bo$2b2o$2bo$2bo", 8, 1663, 1, 1, 0.0006013229104028864, "diagonal", 0, 0
"o3bo$bo3bo$5bo$o2bo$4bo", 8, 246, 2, 0, 0.008130081300813009, "orthogonal", 0, 0
"b2o2bo2$3bo$bo2bo$bo$3bo", 8, 351, 1, 1, 0.002849002849002849, "diagonal", 0, 0
"5bo2bo$5bobo$7bo$6bobo$bo", 8, 6674, 2, 0, 0.00029967036260113877, "orthogonal", 0, 0
"b2o2bobo$4b2o$o4bo", 8, 56, 4, 0, 0.07142857142857142, "orthogonal", 64, 5.886657776096483e-7
"4bo$2bo$2bobo$o$o3bo$bo", 8, 4390, 2, 0, 0.00045558086560364467, "orthogonal", 0, 0
"6bo$b2o3bo$bo3bo$3b2o", 8, 1806, 4, 0, 0.0022148394241417496, "orthogonal", 0, 0
"3obo$3bo2bo$5bo$2bo", 8, 2170, 4, 0, 0.0018433179723502304, "orthogonal", 0, 0
"2bo$b2o$2bo4$bo$bo$2b2o", 8, 4755, 1, 1, 0.0002103049421661409, "diagonal", 1, 9.197902775150754e-9
"bo6bo$obo4bo$2bob2o", 8, 5456, 4, 0, 0.0007331378299120235, "orthogonal", 0, 0
"$b3o$bo$3bo2$2o3$o", 8, 1859, 1, 1, 0.0005379236148466917, "diagonal", 0, 0
"$ob2obo2$5bobo$5b2o", 8, 1854, 4, 4, 0.002157497303128371, "diagonal", 1, 9.197902775150754e-9
"4bo2$6bo$3bo$bo3bo$bo2b2o", 8, 1198, 2, 0, 0.001669449081803005, "orthogonal", 0, 0
"bo3b3o3bo$4bo3bo$8bo", 8, 874, 4, 0, 0.004576659038901602, "orthogonal", 0, 0
"bo3bo$3b2o$5bo$bo$5bo2$2bo", 8, 1579, 1, 1, 0.0006333122229259025, "diagonal", 0, 0
"bo2bo$b3o$bo$o2$3bo", 8, 2037, 1, 1, 0.0004909180166912126, "diagonal", 0, 0
"b3obo$bo5bo2$5bo$7bo", 8, 641, 1, 1, 0.0015600624024961, "diagonal", 0, 0
"2bo2$3bobo$bobo$4bo$5bo$4bo", 8, 137, 1, 1, 0.0072992700729927005, "diagonal", 0, 0
"bo3bo$2bo3bo2$4bobo$3bo2bo", 8, 50, 2, 0, 0.04, "orthogonal", 20, 1.839580555030151e-7
"bo3$bo$2bo$2bo2$bo$2bo2$b2o", 8, 628, 4, 0, 0.006369426751592357, "orthogonal", 2, 1.839580555030151e-8
"7bo$bo5b2o$2bob2o$2bobo", 9, 2014, 2, 2, 0.0009930486593843098, "diagonal", 0, 0
"4bo$2bo$4bo$4bo$3bo$2bo2$bo$2b2o", 9, 1190, 2, 0, 0.0016806722689075631, "orthogonal", 0, 0
"4bo2bo$10bo$6b2o$b2o3b2o", 9, 320, 2, 2, 0.00625, "diagonal", 0, 0
"5b2o$obobo$bobo$o2bo", 9, 1978, 2, 0, 0.0010111223458038423, "orthogonal", 0, 0
"b2obobo$6b2o$5b2o$7bo", 9, 638, 2, 0, 0.003134796238244514, "orthogonal", 0, 0
"7bo$3b2o$6bo$bo4bo$bo3b2o", 9, 1650, 2, 2, 0.0012121212121212121, "diagonal", 0, 0
"3obobo$o2$2b3o", 9, 3540, 8, 0, 0.0022598870056497176, "orthogonal", 0, 0
"bo2$b2o$o$2bo$3bo$3bo$3bo$3bo", 9, 750, 2, 2, 0.0026666666666666666, "diagonal", 0, 0
"3bo$2b4o$4bo$4bo$5bo$bo", 9, 314, 2, 0, 0.006369426751592357, "orthogonal", 0, 0
"$bo2b2o2$2bob2o$bobo$o", 9, 699, 3, 3, 0.004291845493562232, "diagonal", 0, 0
"o2$2o$bo$bo2$2obo$bo", 9, 926, 2, 0, 0.0021598272138228943, "orthogonal", 0, 0
"o3b2obo$5bobo$2obo", 9, 1674, 2, 0, 0.0011947431302270011, "orthogonal", 0, 0
"bo2bo$2b3o$3bobo2$b2o", 9, 46, 2, 0, 0.043478260869565216, "orthogonal", 4, 3.679161110060302e-8
"obobo$2o2bo$3bo$2bo$3bo", 9, 254, 2, 2, 0.007874015748031496, "diagonal", 0, 0
"3bo$bob2o$3bo$2bo2$2bo$3b2o", 9, 7494, 6, 0, 0.0008006405124099279, "orthogonal", 0, 0
"o2bo$2bobo$2b2o$o$bo2bo", 9, 674, 2, 2, 0.002967359050445104, "diagonal", 0, 0
"o2bo$b2o$2b2o$b2o$bo", 9, 181, 1, 1, 0.0055248618784530384, "diagonal", 0, 0
"2bo$2bo$2bo$bo2$o$o$o$b2o", 9, 9482, 6, 0, 0.0006327778949588694, "orthogonal", 0, 0
"$b2obo$bob3o$5bo$2bo", 9, 31, 1, 1, 0.03225806451612903, "diagonal", 9, 8.278112497635679e-8
"bo$3bo$2bo2$2bo$bo$b2o2$2bo$3bo", 9, 1248, 4, 0, 0.003205128205128205, "orthogonal", 0, 0
"$o2$2b2o$o$b2o$3bo2$obo", 9, 249, 1, 1, 0.004016064257028112, "diagonal", 0, 0
"$3b2o$b2ob2o$4b2o$2bo", 9, 31, 1, 1, 0.03225806451612903, "diagonal", 26, 2.391454721539196e-7
"2bobo$b2obo$3bo$bobo$4bo", 9, 1534, 2, 0, 0.001303780964797914, "orthogonal", 0, 0
"3obo3$3bo$b2obo$o", 9, 236, 2, 2, 0.00847457627118644, "diagonal", 0, 0
"2ob4o$o4bo$6bo", 9, 1014, 2, 0, 0.0019723865877712033, "orthogonal", 0, 0
"2b2o$b3o$3bo2$bo$2bo2$2bo", 9, 4382, 2, 0, 0.00045641259698767686, "orthogonal", 0, 0
"2bo$o$b2o2bo2$4bo$b2obo", 9, 609, 1, 1, 0.0016420361247947454, "diagonal", 0, 0
"3bobo$3bo$3b2o$b3o$bo", 9, 47, 1, 1, 0.02127659574468085, "diagonal", 1, 9.197902775150754e-9
"b2obo2$b2obo2$bobo$bo", 9, 3318, 2, 0, 0.0006027727546714888, "orthogonal", 0, 0
"2b2o$b2o$2bo$bo$3bo2$2o", 9, 2503, 1, 1, 0.00039952057530962844, "diagonal", 0, 0
"b4o$2bobo$4bo$b2o", 9, 226, 2, 0, 0.008849557522123894, "orthogonal", 0, 0
"2bob2o$4b2o$bo4bo$obo", 9, 50, 2, 2, 0.04, "diagonal", 4, 3.679161110060302e-8
"5bob2o$b2obob2o$4bo", 9, 2356, 8, 0, 0.003395585738539898, "orthogonal", 0, 0
"4bo$bo2bo$bo$2bobo$3bo$4b2o", 9, 544, 4, 0, 0.007352941176470588, "orthogonal", 0, 0
"2bo2b3o2$5bo$b2o2b2o", 9, 5880, 8, 0, 0.0013605442176870747, "orthogonal", 0, 0
"$bo$2b2o$2bo2bo$5bo$4bo$2bobo", 9, 100, 2, 2, 0.02, "diagonal", 0, 0
"2o2bo$b2o$bo$2bo$bo$2bo", 9, 398, 2, 0, 0.005025125628140704, "orthogonal", 0, 0
"5b2o$b2ob2o$2bo4bo$6bo", 9, 2143, 1, 1, 0.0004666355576294914, "diagonal", 0, 0
"2bo2b2o3$2bo2bo$bo3bo", 7, 278, 2, 0, 0.007194244604316547, "orthogonal", 29, 2.667391804793719e-7
"bo7b2o2bo$3b3o7bo", 8, 372, 2, 2, 0.005376344086021506, "diagonal", 3, 2.7593708325452265e-8
"6bo2$4bo$bobo$2bo3bo$bo$o", 8, 133, 1, 1, 0.007518796992481203, "diagonal", 2, 1.839580555030151e-8
"bo3$bo$b2o$bo2$2bo$bo", 7, 166, 2, 0, 0.012048192771084338, "orthogonal", 100, 9.197902775150755e-7
"bo6$bo2$b2o2$bo$2bo2$2bo", 7, 2650, 6, 0, 0.0022641509433962265, "orthogonal", 1, 9.197902775150754e-9
"5bobo$obo$3b2o$2bo2bo", 8, 320, 2, 0, 0.00625, "orthogonal", 2, 1.839580555030151e-8
"6bo$5bo$5bo$6bo$6bo$bo3$3bo", 7, 245, 1, 1, 0.004081632653061225, "diagonal", 6, 5.518741665090453e-8
"o3$bo$3bo$2bobo$3bo$bo", 7, 4738, 4, 4, 0.0008442380751371887, "diagonal", 3, 2.7593708325452265e-8
"b2obo2bo$3bo2bobo$4bo", 8, 506, 2, 0, 0.003952569169960474, "orthogonal", 1, 9.197902775150754e-9
"2bo$4bo$3bo2bo$7bo$5bo$b2o", 8, 237, 1, 1, 0.004219409282700422, "diagonal", 1, 9.197902775150754e-9
"bo5b2o$o2bo3bo2bo$2bo", 8, 204, 2, 0, 0.00980392156862745, "orthogonal", 1, 9.197902775150754e-9
"obo$3bo$4bo2$o$bo$obo", 8, 400, 2, 2, 0.005, "diagonal", 5, 4.5989513875753774e-8
"$bo$bo$bo2$2bo3$2bo$obo3$2bo", 8, 368, 2, 2, 0.005434782608695652, "diagonal", 2, 1.839580555030151e-8
"$8bobo$o2bo3bo$o4bo4bo", 8, 372, 2, 2, 0.005376344086021506, "diagonal", 2, 1.839580555030151e-8
"o3bobo$6bo2bo$bo2b3o", 9, 464, 4, 0, 0.008620689655172414, "orthogonal", 1, 9.197902775150754e-9
"$6bo$3b2o2bo$2bo$bo$3b2o", 8, 285, 1, 1, 0.0035087719298245615, "diagonal", 1, 9.197902775150754e-9
"2bo4b2o$bo5bo$bo$o7bo", 8, 204, 2, 0, 0.00980392156862745, "orthogonal", 1, 9.197902775150754e-9
"b2o$2bo3$b2o2$bo$b2o2$2bo", 9, 272, 4, 0, 0.014705882352941176, "orthogonal", 1, 9.197902775150754e-9
"bo$bo$2bo4$2bo$2bo2$2bo$b2o", 8, 1740, 4, 0, 0.0022988505747126436, "orthogonal", 1, 9.197902775150754e-9
"o2$bo2$obo$2o$3bo$bo$o", 9, 354, 2, 0, 0.005649717514124294, "orthogonal", 1, 9.197902775150754e-9
"2bo$4bo$5bo2$2bo2bo$2bob2o$bo", 9, 808, 4, 0, 0.0049504950495049506, "orthogonal", 1, 9.197902775150754e-9
"2bo2$2bo2$bo$2bo$b2o$2bo", 7, 4912, 4, 0, 0.0008143322475570033, "orthogonal", 1, 9.197902775150754e-9
